ID,Label,MergedLabel,Location,Country,Region,Year
FJ156074,Avian_coronavirus-avian-Cluster_891,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
FJ156077,Avian_coronavirus-avian-Cluster_891,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ503609,Avian_coronavirus-avian-Cluster_891,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ503611,Avian_coronavirus-avian-Cluster_891,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ503615,Avian_coronavirus-avian-Cluster_891,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ503616,Avian_coronavirus-avian-Cluster_891,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ503618,Avian_coronavirus-avian-Cluster_891,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ885126,Avian_coronavirus-avian-Cluster_891,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ885128,Avian_coronavirus-avian-Cluster_891,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ885130,Avian_coronavirus-avian-Cluster_891,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ885132,Avian_coronavirus-avian-Cluster_891,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ885139,Avian_coronavirus-avian-Cluster_891,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
EU925648,Avian_coronavirus-avian-Cluster_892,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
EU925649,Avian_coronavirus-avian-Cluster_892,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ503610,Avian_coronavirus-avian-Cluster_892,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ503612,Avian_coronavirus-avian-Cluster_892,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ503613,Avian_coronavirus-avian-Cluster_892,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
GQ503614,Avian_coronavirus-avian-Cluster_892,Avian_coronavirus-avian,Thailand,Thailand,Asia,Unknown
MN890132,Avian_coronavirus-avian-Cluster_893,Avian_coronavirus-avian,Egypt,Egypt,Africa,2018
MN967773,Avian_coronavirus-avian-Cluster_893,Avian_coronavirus-avian,Egypt,Egypt,Africa,Unknown
MN967774,Avian_coronavirus-avian-Cluster_893,Avian_coronavirus-avian,Egypt,Egypt,Africa,Unknown
MN651560,Avian_coronavirus-avian-Cluster_893,Avian_coronavirus-avian,Egypt,Egypt,Africa,2019
MN651562,Avian_coronavirus-avian-Cluster_893,Avian_coronavirus-avian,Egypt,Egypt,Africa,2019
MW429331,Avian_coronavirus-avian-Cluster_893,Avian_coronavirus-avian,Egypt,Egypt,Africa,Unknown
GQ265951,Avian_coronavirus-avian-Cluster_894,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427485,Avian_coronavirus-avian-Cluster_894,Avian_coronavirus-avian,China,China,Asia,Unknown
MT162585,Avian_coronavirus-avian-Cluster_894,Avian_coronavirus-avian,China,China,Asia,Unknown
OP673693,Avian_coronavirus-avian-Cluster_894,Avian_coronavirus-avian,Netherlands,Netherlands,Europe,2011
MH412794,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MH412796,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MH412797,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427432,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427433,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427441,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427444,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427450,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427472,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MT162557,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MT162569,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MT162574,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MT162575,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,Unknown
MN127991,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,2016
MN128008,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,China,China,Asia,2018
OL688936,Avian_coronavirus-avian-Cluster_896,Avian_coronavirus-avian,SouthKorea,SouthKorea,Asia,Unknown
MH427404,Avian_coronavirus-avian-Cluster_897,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427415,Avian_coronavirus-avian-Cluster_897,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427416,Avian_coronavirus-avian-Cluster_897,Avian_coronavirus-avian,China,China,Asia,Unknown
MN193602,Avian_coronavirus-avian-Cluster_897,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427423,Avian_coronavirus-avian-Cluster_898,Avian_coronavirus-avian,China,China,Asia,Unknown
MN615426,Avian_coronavirus-avian-Cluster_898,Avian_coronavirus-avian,China,China,Asia,2018
MT162554,Avian_coronavirus-avian-Cluster_898,Avian_coronavirus-avian,China,China,Asia,Unknown
MT162555,Avian_coronavirus-avian-Cluster_898,Avian_coronavirus-avian,China,China,Asia,Unknown
MT162556,Avian_coronavirus-avian-Cluster_898,Avian_coronavirus-avian,China,China,Asia,Unknown
MT162559,Avian_coronavirus-avian-Cluster_898,Avian_coronavirus-avian,China,China,Asia,Unknown
MT162561,Avian_coronavirus-avian-Cluster_898,Avian_coronavirus-avian,China,China,Asia,Unknown
MT157391,Avian_coronavirus-avian-Cluster_898,Avian_coronavirus-avian,China,China,Asia,Unknown
MN128006,Avian_coronavirus-avian-Cluster_898,Avian_coronavirus-avian,China,China,Asia,2018
MN128012,Avian_coronavirus-avian-Cluster_898,Avian_coronavirus-avian,China,China,Asia,2018
MH427488,Avian_coronavirus-avian-Cluster_899,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427490,Avian_coronavirus-avian-Cluster_899,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427491,Avian_coronavirus-avian-Cluster_899,Avian_coronavirus-avian,China,China,Asia,Unknown
MT162564,Avian_coronavirus-avian-Cluster_899,Avian_coronavirus-avian,China,China,Asia,Unknown
AF510566,Avian_coronavirus-avian-Cluster_900,Avian_coronavirus-avian,Unknown,Unknown,Unknown,Unknown
AF510657,Avian_coronavirus-avian-Cluster_900,Avian_coronavirus-avian,Unknown,Unknown,Unknown,Unknown
AF512341,Avian_coronavirus-avian-Cluster_900,Avian_coronavirus-avian,Unknown,Unknown,Unknown,Unknown
AF519574,Avian_coronavirus-avian-Cluster_900,Avian_coronavirus-avian,Unknown,Unknown,Unknown,Unknown
MF447675,Avian_coronavirus-avian-Cluster_901,Avian_coronavirus-avian,China,China,Asia,Unknown
MH397150,Avian_coronavirus-avian-Cluster_901,Avian_coronavirus-avian,China,China,Asia,Unknown
MH397151,Avian_coronavirus-avian-Cluster_901,Avian_coronavirus-avian,China,China,Asia,Unknown
MH397152,Avian_coronavirus-avian-Cluster_901,Avian_coronavirus-avian,China,China,Asia,Unknown
MH397153,Avian_coronavirus-avian-Cluster_901,Avian_coronavirus-avian,China,China,Asia,Unknown
MH397155,Avian_coronavirus-avian-Cluster_901,Avian_coronavirus-avian,China,China,Asia,Unknown
MH397157,Avian_coronavirus-avian-Cluster_901,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427484,Avian_coronavirus-avian-Cluster_901,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427487,Avian_coronavirus-avian-Cluster_901,Avian_coronavirus-avian,China,China,Asia,Unknown
MN509389,Avian_coronavirus-avian-Cluster_901,Avian_coronavirus-avian,China,China,Asia,2019
JQ739235,Avian_coronavirus-avian-Cluster_902,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739303,Avian_coronavirus-avian-Cluster_902,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ900131,Avian_coronavirus-avian-Cluster_902,Avian_coronavirus-avian,China,China,Asia,2011
KJ524618,Avian_coronavirus-avian-Cluster_902,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739242,Avian_coronavirus-avian-Cluster_903,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739331,Avian_coronavirus-avian-Cluster_903,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739365,Avian_coronavirus-avian-Cluster_903,Avian_coronavirus-avian,China,China,Asia,Unknown
KJ524588,Avian_coronavirus-avian-Cluster_903,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739251,Avian_coronavirus-avian-Cluster_904,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739255,Avian_coronavirus-avian-Cluster_904,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739259,Avian_coronavirus-avian-Cluster_904,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739296,Avian_coronavirus-avian-Cluster_904,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739376,Avian_coronavirus-avian-Cluster_904,Avian_coronavirus-avian,China,China,Asia,Unknown
KJ524589,Avian_coronavirus-avian-Cluster_904,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739260,Avian_coronavirus-avian-Cluster_905,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739261,Avian_coronavirus-avian-Cluster_905,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739265,Avian_coronavirus-avian-Cluster_905,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739269,Avian_coronavirus-avian-Cluster_905,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938402,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938423,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938431,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938432,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938433,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
HM113497,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
HQ018894,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
HQ018896,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
HQ018907,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
JF951368,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
JF951371,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ234966,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ739320,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
JX292009,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
JX292014,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
KC577403,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
KC692274,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
KC692286,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
KJ524580,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
KJ524586,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
KJ524594,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
KJ524615,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
KX107799,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,Unknown
MN509395,Avian_coronavirus-avian-Cluster_906,Avian_coronavirus-avian,China,China,Asia,2019
JQ739332,Avian_coronavirus-avian-Cluster_907,Avian_coronavirus-avian,China,China,Asia,Unknown
KC692254,Avian_coronavirus-avian-Cluster_907,Avian_coronavirus-avian,China,China,Asia,Unknown
KC692276,Avian_coronavirus-avian-Cluster_907,Avian_coronavirus-avian,China,China,Asia,Unknown
KJ524621,Avian_coronavirus-avian-Cluster_907,Avian_coronavirus-avian,China,China,Asia,Unknown
MN615431,Avian_coronavirus-avian-Cluster_907,Avian_coronavirus-avian,China,China,Asia,2016
MF447680,Avian_coronavirus-avian-Cluster_908,Avian_coronavirus-avian,China,China,Asia,Unknown
MH397179,Avian_coronavirus-avian-Cluster_908,Avian_coronavirus-avian,China,China,Asia,Unknown
MH397201,Avian_coronavirus-avian-Cluster_908,Avian_coronavirus-avian,China,China,Asia,Unknown
MH397202,Avian_coronavirus-avian-Cluster_908,Avian_coronavirus-avian,China,China,Asia,Unknown
MH412795,Avian_coronavirus-avian-Cluster_909,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427418,Avian_coronavirus-avian-Cluster_909,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427438,Avian_coronavirus-avian-Cluster_909,Avian_coronavirus-avian,China,China,Asia,Unknown
LC701739,Avian_coronavirus-avian-Cluster_909,Avian_coronavirus-avian,Japan,Japan,Asia,2020
LC701740,Avian_coronavirus-avian-Cluster_909,Avian_coronavirus-avian,Japan,Japan,Asia,2020
LC701743,Avian_coronavirus-avian-Cluster_909,Avian_coronavirus-avian,Japan,Japan,Asia,2020
MH427430,Avian_coronavirus-avian-Cluster_910,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427431,Avian_coronavirus-avian-Cluster_910,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427434,Avian_coronavirus-avian-Cluster_910,Avian_coronavirus-avian,China,China,Asia,Unknown
MH427436,Avian_coronavirus-avian-Cluster_910,Avian_coronavirus-avian,China,China,Asia,Unknown
JN160805,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2007
KJ538724,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2007
KJ538725,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2007
KJ538726,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2007
KJ538728,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2007
KJ538729,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2007
KJ538730,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538731,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538732,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538734,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538735,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538736,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538737,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538738,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538739,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538754,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538755,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538756,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538757,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2008
KJ538783,Avian_coronavirus-avian-Cluster_913,Avian_coronavirus-avian,USA,USA,America,2012
KJ538740,Avian_coronavirus-avian-Cluster_914,Avian_coronavirus-avian,USA,USA,America,2008
KJ538741,Avian_coronavirus-avian-Cluster_914,Avian_coronavirus-avian,USA,USA,America,2008
KJ538743,Avian_coronavirus-avian-Cluster_914,Avian_coronavirus-avian,USA,USA,America,2008
KJ538744,Avian_coronavirus-avian-Cluster_914,Avian_coronavirus-avian,USA,USA,America,2008
KJ538745,Avian_coronavirus-avian-Cluster_914,Avian_coronavirus-avian,USA,USA,America,2008
KJ538746,Avian_coronavirus-avian-Cluster_914,Avian_coronavirus-avian,USA,USA,America,2008
KJ538747,Avian_coronavirus-avian-Cluster_914,Avian_coronavirus-avian,USA,USA,America,2008
KJ538748,Avian_coronavirus-avian-Cluster_914,Avian_coronavirus-avian,USA,USA,America,2008
KJ538749,Avian_coronavirus-avian-Cluster_914,Avian_coronavirus-avian,USA,USA,America,2008
KJ538752,Avian_coronavirus-avian-Cluster_914,Avian_coronavirus-avian,USA,USA,America,2008
KJ538753,Avian_coronavirus-avian-Cluster_914,Avian_coronavirus-avian,USA,USA,America,2008
KJ538758,Avian_coronavirus-avian-Cluster_915,Avian_coronavirus-avian,USA,USA,America,2011
KJ538759,Avian_coronavirus-avian-Cluster_915,Avian_coronavirus-avian,USA,USA,America,2011
KJ538762,Avian_coronavirus-avian-Cluster_915,Avian_coronavirus-avian,USA,USA,America,2011
KJ538767,Avian_coronavirus-avian-Cluster_915,Avian_coronavirus-avian,USA,USA,America,2011
KJ538769,Avian_coronavirus-avian-Cluster_915,Avian_coronavirus-avian,USA,USA,America,2011
KJ538771,Avian_coronavirus-avian-Cluster_915,Avian_coronavirus-avian,USA,USA,America,2011
KJ538766,Avian_coronavirus-avian-Cluster_916,Avian_coronavirus-avian,USA,USA,America,2011
KJ538768,Avian_coronavirus-avian-Cluster_916,Avian_coronavirus-avian,USA,USA,America,2011
KJ538773,Avian_coronavirus-avian-Cluster_916,Avian_coronavirus-avian,USA,USA,America,2011
KJ538774,Avian_coronavirus-avian-Cluster_916,Avian_coronavirus-avian,USA,USA,America,2011
KJ538775,Avian_coronavirus-avian-Cluster_916,Avian_coronavirus-avian,USA,USA,America,2012
KP085592,Avian_coronavirus-avian-Cluster_916,Avian_coronavirus-avian,USA,USA,America,2011
KJ538770,Avian_coronavirus-avian-Cluster_917,Avian_coronavirus-avian,USA,USA,America,2011
KJ538772,Avian_coronavirus-avian-Cluster_917,Avian_coronavirus-avian,USA,USA,America,2011
KJ538776,Avian_coronavirus-avian-Cluster_917,Avian_coronavirus-avian,USA,USA,America,2012
KP085591,Avian_coronavirus-avian-Cluster_917,Avian_coronavirus-avian,USA,USA,America,2010
KP085593,Avian_coronavirus-avian-Cluster_917,Avian_coronavirus-avian,USA,USA,America,2011
KJ538777,Avian_coronavirus-avian-Cluster_918,Avian_coronavirus-avian,USA,USA,America,2012
KJ538778,Avian_coronavirus-avian-Cluster_918,Avian_coronavirus-avian,USA,USA,America,2012
KJ538781,Avian_coronavirus-avian-Cluster_918,Avian_coronavirus-avian,USA,USA,America,2012
KJ538782,Avian_coronavirus-avian-Cluster_918,Avian_coronavirus-avian,USA,USA,America,2012
KJ538784,Avian_coronavirus-avian-Cluster_918,Avian_coronavirus-avian,USA,USA,America,2012
GU938441,Avian_coronavirus-avian-Cluster_919,Avian_coronavirus-avian,China,China,Asia,Unknown
OP673867,Avian_coronavirus-avian-Cluster_919,Avian_coronavirus-avian,Netherlands,Netherlands,Europe,2013
OP674017,Avian_coronavirus-avian-Cluster_919,Avian_coronavirus-avian,Netherlands,Netherlands,Europe,2016
OP674456,Avian_coronavirus-avian-Cluster_919,Avian_coronavirus-avian,Netherlands,Netherlands,Europe,2019
OP675011,Avian_coronavirus-avian-Cluster_919,Avian_coronavirus-avian,Netherlands,Netherlands,Europe,2016
AF317498,Avian_coronavirus-avian-Cluster_920,Avian_coronavirus-avian,Unknown,Unknown,Unknown,Unknown
AF317499,Avian_coronavirus-avian-Cluster_920,Avian_coronavirus-avian,Unknown,Unknown,Unknown,Unknown
AY789933,Avian_coronavirus-avian-Cluster_920,Avian_coronavirus-avian,Unknown,Unknown,Unknown,Unknown
DQ912831,Avian_coronavirus-avian-Cluster_920,Avian_coronavirus-avian,USA,USA,America,1999
DQ912832,Avian_coronavirus-avian-Cluster_920,Avian_coronavirus-avian,USA,USA,America,1995
GU938388,Avian_coronavirus-avian-Cluster_921,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938397,Avian_coronavirus-avian-Cluster_921,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938398,Avian_coronavirus-avian-Cluster_921,Avian_coronavirus-avian,China,China,Asia,Unknown
HM113496,Avian_coronavirus-avian-Cluster_921,Avian_coronavirus-avian,China,China,Asia,Unknown
DQ448276,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,2005
DQ492311,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,2005
GU383077,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
GU383081,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
GU383082,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
GU383085,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
GU383086,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
GU383087,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
GU383088,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
GU383089,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
GU383094,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
GU383102,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
MK241807,Avian_coronavirus-avian-Cluster_922,Avian_coronavirus-avian,Brazil,Brazil,America,2005
DQ448277,Avian_coronavirus-avian-Cluster_923,Avian_coronavirus-avian,Brazil,Brazil,America,2005
DQ492312,Avian_coronavirus-avian-Cluster_923,Avian_coronavirus-avian,Brazil,Brazil,America,2005
GU383070,Avian_coronavirus-avian-Cluster_923,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
GU383072,Avian_coronavirus-avian-Cluster_923,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
GU383078,Avian_coronavirus-avian-Cluster_923,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
GU383079,Avian_coronavirus-avian-Cluster_923,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
MK241808,Avian_coronavirus-avian-Cluster_923,Avian_coronavirus-avian,Brazil,Brazil,America,2005
GU938403,Avian_coronavirus-avian-Cluster_924,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938404,Avian_coronavirus-avian-Cluster_924,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938405,Avian_coronavirus-avian-Cluster_924,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938417,Avian_coronavirus-avian-Cluster_924,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938418,Avian_coronavirus-avian-Cluster_924,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938420,Avian_coronavirus-avian-Cluster_924,Avian_coronavirus-avian,China,China,Asia,Unknown
GU938422,Avian_coronavirus-avian-Cluster_924,Avian_coronavirus-avian,China,China,Asia,Unknown
HQ018911,Avian_coronavirus-avian-Cluster_924,Avian_coronavirus-avian,China,China,Asia,Unknown
JQ900098,Avian_coronavirus-avian-Cluster_924,Avian_coronavirus-avian,China,China,Asia,2009
FJ791257,Avian_coronavirus-avian-Cluster_925,Avian_coronavirus-avian,Brazil,Brazil,America,2007
FJ791258,Avian_coronavirus-avian-Cluster_925,Avian_coronavirus-avian,Brazil,Brazil,America,2007
GU383095,Avian_coronavirus-avian-Cluster_925,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
MK241813,Avian_coronavirus-avian-Cluster_925,Avian_coronavirus-avian,Brazil,Brazil,America,2007
FJ791269,Avian_coronavirus-avian-Cluster_927,Avian_coronavirus-avian,Brazil,Brazil,America,2008
FJ791270,Avian_coronavirus-avian-Cluster_927,Avian_coronavirus-avian,Brazil,Brazil,America,2008
FJ791271,Avian_coronavirus-avian-Cluster_927,Avian_coronavirus-avian,Brazil,Brazil,America,2007
GU383104,Avian_coronavirus-avian-Cluster_927,Avian_coronavirus-avian,Brazil,Brazil,America,Unknown
MK241814,Avian_coronavirus-avian-Cluster_927,Avian_coronavirus-avian,Brazil,Brazil,America,2008
MW044572,Avian_coronavirus-avian-Cluster_928,Avian_coronavirus-avian,China,China,Asia,Unknown
MW044574,Avian_coronavirus-avian-Cluster_928,Avian_coronavirus-avian,China,China,Asia,Unknown
MW044575,Avian_coronavirus-avian-Cluster_928,Avian_coronavirus-avian,China,China,Asia,Unknown
MW044576,Avian_coronavirus-avian-Cluster_928,Avian_coronavirus-avian,China,China,Asia,Unknown
MW044590,Avian_coronavirus-avian-Cluster_928,Avian_coronavirus-avian,China,China,Asia,Unknown
MW044592,Avian_coronavirus-avian-Cluster_928,Avian_coronavirus-avian,China,China,Asia,Unknown
ON149268,Avian_coronavirus-avian-Cluster_928,Avian_coronavirus-avian,China,China,Asia,Unknown
KR232396,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529720,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529722,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529723,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529724,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529725,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529726,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529727,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529728,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529730,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529732,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529734,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529737,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529738,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529739,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529740,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
KX529741,Avian_coronavirus-avian-Cluster_929,Avian_coronavirus-avian,USA,USA,America,Unknown
MW042820,Avian_coronavirus-avian-Cluster_930,Avian_coronavirus-avian,China,China,Asia,Unknown
MW042867,Avian_coronavirus-avian-Cluster_930,Avian_coronavirus-avian,China,China,Asia,2001
